,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,IN_TREINEIRO,TP_SEXO,TP_ESCOLA,TP_COR_RACA,SG_UF_PROVA
1787314,,,,,,0,F,1,3,PA
3418264,,,,,,0,F,1,1,SP
966727,,,,,,0,M,1,3,SC
2495467,492.9,513.4,468.6,581.7,740.0,0,F,3,1,SP
179175,402.1,498.4,498.5,512.4,780.0,0,F,1,3,PI
1249825,465.7,579.3,550.7,751.5,0.0,1,M,1,1,MT
2912244,472.6,592.8,520.9,635.8,880.0,1,M,1,1,PE
2594904,555.1,506.2,541.0,566.7,520.0,0,F,2,3,SP
1387049,493.4,544.5,581.0,589.6,560.0,0,F,2,1,RS
2683612,551.8,572.0,599.9,660.9,640.0,0,F,3,1,SP
68871,430.5,480.4,540.7,421.6,0.0,0,F,2,1,PB
1845039,475.1,526.8,489.5,657.3,580.0,0,M,2,3,MT
1488703,575.3,580.2,548.0,662.4,640.0,0,M,3,2,RN
167615,476.4,578.9,627.2,506.7,820.0,0,F,1,3,CE
1324248,566.5,551.1,492.8,427.4,660.0,0,M,2,1,RJ
2060186,485.9,596.3,602.2,646.3,860.0,0,F,2,3,AM
2358022,,,,,,0,F,1,1,ES
374570,532.8,418.3,423.5,438.3,540.0,0,M,1,4,AL
1320804,,,,,,0,F,1,1,SP
2517440,593.9,579.4,609.1,497.8,580.0,0,M,1,3,PE
3032157,598.4,619.0,610.9,687.5,740.0,0,F,2,1,MG
341724,,,,,,0,M,1,2,BA
1378897,470.0,569.2,573.6,631.6,600.0,0,M,1,2,MG
1576537,,,,,,0,F,2,1,SP
1782532,607.9,610.7,607.4,725.3,900.0,0,M,3,1,MG
718867,492.8,466.6,383.3,423.0,580.0,1,F,1,3,GO
574932,,,,,,0,M,1,3,SE
3335244,,,,,,0,F,2,1,SP
2722446,,,,,,0,M,1,1,SC
102473,,,,,,0,F,2,3,RO
1508396,,,,,,0,F,1,3,AM
3323565,549.1,332.0,436.4,389.2,500.0,0,M,2,3,RN
621604,525.4,510.1,502.2,453.9,560.0,0,F,2,3,PA
646286,,,,,,0,F,1,3,MG
2325336,458.0,495.8,497.5,500.5,340.0,0,F,1,3,BA
786352,601.0,618.9,639.8,688.0,920.0,0,F,1,1,MG
3274632,,,,,,1,F,1,1,RS
21004,,,,,,0,F,2,3,BA
2138068,,321.0,383.5,,440.0,0,M,1,1,RS
3043050,500.0,484.6,438.6,359.7,0.0,0,F,2,1,RS
3118719,400.5,346.8,417.6,593.0,620.0,0,M,1,3,AL
2480142,426.0,532.5,478.3,484.5,600.0,0,F,2,1,PE
1567353,,,,,,0,F,1,3,MA
1593029,557.4,614.6,586.7,620.3,800.0,0,F,1,2,SE
1559893,599.9,542.4,506.7,526.6,620.0,0,M,1,3,PE
1943933,,,,,,1,F,1,1,PE
2786906,446.8,562.3,512.2,483.0,600.0,1,M,1,3,PB
1931849,,,,,,0,F,1,3,MG
3105871,536.9,579.7,504.8,519.9,660.0,0,F,2,1,RS
1216731,,,,,,0,F,1,1,SP
980745,,,,,,0,F,1,3,BA
1543056,543.8,525.5,530.0,607.2,840.0,0,F,3,1,CE
2066436,553.6,565.2,588.7,697.6,760.0,1,F,1,1,MG
2333962,,,,,,0,M,1,3,CE
1712137,418.6,500.0,495.3,584.6,660.0,1,M,1,1,MA
2159963,,,,,,0,M,1,1,SP
2866051,375.6,412.2,387.8,340.4,440.0,0,F,2,3,AM
2250975,,,,,,0,F,1,1,SP
933614,,,,,,0,F,2,3,ES
2373353,412.2,514.9,447.5,368.7,520.0,0,F,2,3,PA
1715042,609.2,623.5,640.4,564.0,920.0,0,M,1,3,SE
57880,,,,,,0,F,1,2,BA
2299663,611.1,620.6,600.0,484.5,700.0,0,F,1,3,MG
2308184,474.2,594.3,587.3,578.1,540.0,1,M,1,3,MT
1228099,,,,,,0,F,1,1,SP
902536,393.8,496.6,445.7,422.5,620.0,0,M,2,3,CE
2731644,447.9,530.5,539.2,525.5,560.0,0,F,1,3,PA
1486867,426.5,519.8,468.3,520.1,700.0,0,F,3,1,ES
2580894,,,,,,0,F,1,3,TO
453490,,,,,,0,M,1,1,PI
2214528,380.8,397.5,482.0,605.8,540.0,0,M,2,1,PR
797582,575.3,494.6,527.4,511.3,740.0,0,F,1,1,SP
3405180,520.3,514.5,513.4,632.9,600.0,1,M,1,1,PB
528027,,,,,,0,M,1,2,RN
1497732,563.7,611.5,594.9,576.0,800.0,0,F,1,3,MG
704640,,,,,,0,F,2,2,SP
2842218,546.6,542.8,573.7,631.5,840.0,0,M,3,1,RS
3139726,,,,,,0,F,1,3,SP
3168431,503.6,538.2,597.3,498.5,840.0,1,F,1,3,PE
3390493,504.8,420.4,523.3,416.2,440.0,0,F,1,0,RJ
1002988,425.7,502.0,490.0,419.1,340.0,0,F,1,2,BA
2205702,477.0,541.5,515.1,564.0,880.0,0,F,2,3,PA
98973,,,,,,0,F,1,3,SE
1008339,401.2,461.9,394.5,415.1,360.0,0,F,1,2,AC
44268,382.5,409.1,438.7,493.3,400.0,0,F,2,3,RO
2354219,441.2,483.4,474.3,488.2,580.0,0,F,1,4,SP
3276317,504.6,483.4,489.1,493.6,460.0,0,F,2,2,AP
772815,,,,,,0,F,1,4,MG
1190345,582.2,657.0,600.5,741.2,780.0,0,M,3,1,MT
2758273,497.2,400.7,398.2,437.4,480.0,0,F,3,1,MG
3278774,462.4,457.2,537.0,403.1,500.0,0,F,1,3,AM
2850844,,429.4,390.7,,400.0,0,M,2,3,PA
666433,452.4,473.4,417.6,459.5,760.0,0,M,1,3,MA
954350,450.4,504.2,506.9,569.0,860.0,0,F,2,1,RN
2989456,520.8,558.4,543.2,580.8,740.0,0,F,2,1,BA
2281131,,,,,,0,M,1,1,RS
2150520,582.0,655.7,641.5,778.1,800.0,0,M,3,1,SC
2117165,597.8,621.0,633.4,694.5,880.0,0,F,1,1,RJ
1067723,,546.9,471.2,,0.0,0,M,1,3,GO
350313,390.3,604.6,613.1,485.9,580.0,1,F,1,3,BA
2548916,519.9,619.6,663.0,664.8,820.0,0,F,2,1,MG
1783406,499.1,602.6,524.0,583.0,440.0,0,M,1,2,TO
2782787,513.8,479.3,478.0,534.2,680.0,0,F,1,3,BA
1643802,512.6,347.2,561.5,412.9,620.0,0,M,3,1,SP
1290018,482.4,543.3,507.5,448.9,580.0,0,M,1,1,MG
265559,,,,,,0,F,1,3,RJ
3306031,441.9,457.6,341.1,541.9,580.0,1,M,1,1,RJ
23026,485.7,504.6,548.5,486.1,720.0,0,F,2,0,PE
2244467,583.0,526.4,526.9,566.6,820.0,0,F,1,3,RN
3023809,482.3,502.3,515.2,419.9,660.0,1,F,1,5,PE
1702471,473.4,533.5,510.9,603.4,480.0,0,F,1,1,SP
834549,546.0,580.9,545.2,651.4,840.0,1,F,1,3,BA
2701695,531.7,599.7,557.9,674.8,720.0,1,F,1,1,PA
2039875,,,,,,0,M,1,2,RJ
366341,456.9,476.5,538.2,393.7,620.0,0,F,2,3,AL
1866212,471.6,504.4,403.8,473.6,680.0,0,M,1,3,PR
3268670,542.0,642.1,616.7,361.1,900.0,0,F,3,1,BA
2352231,605.6,639.8,546.4,769.7,880.0,0,M,3,1,MG
2210177,,590.4,573.5,,800.0,1,M,1,3,RJ
3114856,470.3,556.0,445.6,540.5,360.0,0,F,1,3,MG
2090221,408.2,440.0,471.7,412.4,0.0,0,F,2,4,MS
456226,437.1,541.6,561.7,583.5,600.0,0,F,2,3,GO
3463463,480.4,333.4,391.4,407.2,340.0,1,M,1,3,BA
3170998,412.2,521.5,613.1,667.7,700.0,1,M,1,1,RN
1950388,,466.7,412.9,,0.0,0,F,1,1,PR
126134,499.4,416.3,431.9,420.0,640.0,0,F,1,3,SE
1573326,394.6,413.9,475.0,448.9,520.0,0,F,2,1,GO
3086382,402.3,468.5,538.9,588.3,0.0,1,M,1,1,PE
729545,575.1,570.1,545.1,512.8,820.0,0,F,3,1,CE
179478,549.9,536.5,563.8,612.6,840.0,0,F,2,3,SP
1390337,,,,,,0,F,1,3,PA
376860,410.6,520.2,432.6,404.3,760.0,1,M,1,3,PA
1669416,,,,,,0,M,1,3,TO
713378,584.2,600.7,608.8,703.8,880.0,0,M,3,3,PE
1988404,480.0,569.5,565.7,597.8,680.0,0,F,3,1,SP
1436821,436.9,510.7,489.5,451.5,540.0,0,M,2,1,PR
1668413,,,,,,0,F,1,2,RJ
630221,554.4,335.3,398.3,432.0,480.0,0,F,1,2,MA
3184452,510.9,472.6,502.8,548.3,560.0,1,F,1,5,PE
533100,661.5,643.3,616.5,720.2,900.0,0,M,1,1,RS
2843442,,,,,,0,F,2,1,SC
1246252,455.2,450.9,424.2,534.1,520.0,0,F,2,3,PI
2819660,553.2,542.8,595.1,490.3,880.0,0,F,1,1,GO
607101,416.0,549.9,480.8,385.0,660.0,0,F,1,2,CE
2653988,482.8,476.6,498.5,440.5,480.0,0,M,1,3,PA
2755199,598.5,543.2,588.4,661.0,700.0,1,M,1,1,CE
3251637,,,,,,0,M,2,1,SC
3204810,468.1,529.4,473.5,349.3,580.0,1,M,1,1,RO
1744680,600.9,640.4,603.1,596.1,640.0,0,M,2,3,SP
136222,613.8,723.6,652.1,767.6,880.0,0,F,1,1,SC
1046783,485.7,501.1,506.4,480.8,720.0,0,M,2,1,RJ
603473,434.6,593.4,519.3,667.2,560.0,0,M,2,4,GO
2355926,463.1,471.2,514.7,619.9,800.0,1,M,1,3,BA
615858,,,,,,0,F,2,1,SC
2317409,,,,,,0,F,2,3,PI
3264976,413.6,482.7,518.6,495.6,700.0,1,F,1,1,SP
241223,443.7,471.2,497.4,388.7,500.0,1,F,1,1,CE
1219137,,,,,,0,F,2,3,PA
1686439,595.1,569.7,620.1,710.5,780.0,0,M,2,1,BA
1070111,537.5,555.6,544.5,569.0,720.0,0,F,2,3,GO
852078,465.0,412.2,438.7,378.1,560.0,0,F,1,3,BA
2355464,,,,,,0,F,1,1,PB
1834535,631.3,681.3,632.3,893.5,960.0,0,F,3,1,MT
1604045,,,,,,0,F,1,3,MA
626681,478.6,578.1,587.9,550.7,580.0,0,F,1,1,SP
2408448,483.5,645.8,561.9,520.2,620.0,0,M,1,0,SE
3025938,424.5,460.4,389.8,361.0,0.0,0,M,2,1,RJ
2791316,535.4,552.1,617.8,667.1,640.0,1,M,1,1,SP
3208746,,,,,,0,F,2,1,MG
2204364,518.0,469.8,490.6,482.1,680.0,1,F,1,3,AP
2024738,599.8,580.5,597.4,748.8,620.0,0,M,2,1,PR
2773643,,,,,,0,M,1,1,DF
946214,684.7,662.9,641.2,771.0,960.0,0,F,1,3,BA
2733238,570.2,585.1,613.4,620.9,920.0,1,F,1,1,SP
2104712,419.8,575.6,448.2,559.2,900.0,0,F,3,1,GO
1515674,496.3,498.2,555.4,414.9,640.0,0,F,2,1,GO
2957977,,,,,,0,F,3,1,PR
2077884,601.4,618.3,509.9,758.9,940.0,0,M,3,1,RJ
2834732,542.1,526.1,563.4,481.6,580.0,0,F,1,1,MG
2637111,488.8,512.3,522.6,437.5,560.0,0,M,3,1,SP
1582147,609.4,647.3,572.1,728.5,920.0,0,F,2,1,SP
438014,558.2,616.1,572.4,602.4,880.0,0,M,2,1,CE
1955534,,,,,,0,M,1,2,SP
888739,,,,,,0,M,1,3,BA
1442694,706.8,690.0,577.1,786.0,880.0,0,M,1,1,DF
613566,397.4,464.3,338.6,447.3,0.0,0,F,2,3,MA
988995,449.0,558.5,551.6,628.8,920.0,0,F,1,1,MG
2636772,438.1,597.3,530.7,518.3,580.0,0,F,1,2,TO
356041,473.0,495.0,480.2,445.7,560.0,1,F,1,1,MS
2759487,578.6,462.6,404.6,482.3,660.0,0,F,2,3,RO
2763527,562.5,579.1,537.6,429.9,700.0,0,M,1,1,MT
2513479,429.7,640.7,583.8,563.1,840.0,0,F,3,1,MG
1187815,452.0,565.7,664.3,512.6,700.0,0,F,2,2,DF
41380,494.3,553.7,565.9,481.4,420.0,0,M,2,3,MS
2875906,443.8,644.4,567.9,666.0,560.0,0,M,1,3,SP
2968577,,,,,,0,F,1,2,MS
968891,484.9,554.4,570.7,651.0,840.0,0,F,2,1,GO
2117599,,,,,,0,F,2,3,SP
1805828,585.5,570.3,587.9,685.4,820.0,0,F,3,3,AL
959799,466.0,482.6,442.8,392.0,480.0,0,M,1,5,TO
372795,548.0,439.4,549.8,605.3,820.0,0,F,2,1,PB
1965775,,,,,,0,M,1,3,AP
1014417,546.9,648.5,541.1,701.1,800.0,0,M,1,1,MA
832510,,,,,,0,F,1,1,MA
2159154,605.8,605.0,528.6,518.6,740.0,0,F,1,3,RJ
2513456,493.0,480.9,404.5,456.3,440.0,0,F,1,3,PB
528261,531.4,593.1,583.7,600.2,560.0,0,M,1,3,SE
3100724,,,,,,1,F,1,1,SP
1637364,,,,,,1,F,1,0,PE
1879590,,,,,,0,F,1,1,PR
843044,399.0,517.0,471.6,405.9,0.0,0,F,1,3,MG
3015623,466.7,450.4,399.5,456.7,260.0,0,F,2,1,SP
1131147,617.9,636.6,626.6,397.3,600.0,0,M,1,1,RJ
1675095,449.2,551.1,558.8,423.1,780.0,0,F,1,3,AL
1563806,569.8,522.7,450.4,662.6,500.0,0,M,1,2,AL
2450010,,,,,,0,F,2,3,AL
2347099,434.1,441.8,523.8,418.6,380.0,0,F,1,3,RJ
101769,425.7,548.4,467.3,538.3,800.0,0,M,3,1,RJ
2062220,,415.8,636.4,,780.0,0,M,3,1,PR
41279,430.6,513.1,551.7,592.9,620.0,0,F,1,2,RJ
3214092,,,,,,0,F,1,2,ES
396067,566.7,596.9,595.7,422.3,760.0,1,F,1,0,AL
1761295,442.7,511.2,507.5,368.4,740.0,0,F,1,1,BA
1670160,641.7,649.3,650.7,774.4,980.0,1,F,1,1,CE
1828955,627.1,588.5,585.2,666.7,780.0,1,M,1,1,BA
1755387,,,,,,0,F,2,3,SP
3277166,459.2,605.5,576.3,597.9,960.0,0,F,3,1,SP
2397473,506.8,520.9,362.2,458.9,660.0,0,F,1,3,PA
1427657,,,,,,0,F,1,3,MG
3117680,577.5,457.8,529.0,479.2,460.0,1,F,1,3,PB
1575936,,,,,,0,F,2,3,SP
1860339,693.7,656.7,642.2,662.7,840.0,0,M,1,3,BA
971859,,,,,,0,M,1,3,SP
3055350,522.1,499.3,536.6,465.2,500.0,0,F,1,3,AP
3283217,431.2,582.4,512.3,601.9,680.0,1,F,1,3,BA
1172954,579.8,531.8,484.7,639.2,640.0,1,M,1,3,GO
3233420,457.8,592.8,592.8,427.1,500.0,0,M,1,1,SP
378412,620.5,685.4,588.6,709.4,880.0,0,F,3,1,PB
2747069,541.2,602.7,632.2,575.3,680.0,0,F,1,1,PR
3148765,560.3,528.9,488.2,608.3,360.0,0,F,2,2,SP
1000944,488.6,503.8,447.4,565.2,500.0,1,M,1,3,RN
400854,493.8,478.1,381.1,412.5,520.0,0,F,1,1,BA
1745789,645.0,625.1,553.1,837.6,720.0,0,M,2,3,MG
2302696,449.7,478.3,541.3,429.6,600.0,0,F,1,3,SP
899677,408.6,424.6,346.0,440.8,600.0,0,M,1,2,MA
1896314,523.8,536.3,453.3,417.3,720.0,0,M,1,3,PI
2833172,,423.7,417.7,,520.0,0,F,2,3,PI
2189288,477.4,499.7,532.3,418.0,500.0,0,F,1,1,BA
2972602,433.9,509.8,451.1,416.7,600.0,0,F,2,3,BA
1037948,,,,,,0,M,2,3,PB
2602984,,,,,,0,F,2,2,AM
595589,420.6,464.3,547.5,522.9,520.0,0,F,1,3,RN
3117743,395.5,395.8,470.8,425.7,680.0,0,M,2,3,RN
650724,,,,,,0,M,2,2,RJ
120857,597.5,601.3,570.9,634.3,860.0,0,F,3,1,RJ
2256517,538.5,465.4,504.9,563.4,760.0,0,F,3,1,SP
687171,,441.3,439.3,,780.0,0,F,1,3,AM
256865,,,,,,0,M,1,2,TO
2130053,534.4,550.0,522.3,667.3,680.0,1,F,1,1,MG
11342,407.0,348.9,442.4,387.3,360.0,0,F,1,3,AM
220314,,,,,,0,F,1,1,MG
1513320,,,,,,0,F,1,1,MG
765757,418.0,482.5,537.8,380.4,560.0,0,M,2,1,RN
2639915,551.1,544.7,557.1,663.6,540.0,0,F,1,3,PR
3359919,636.7,665.8,613.3,736.6,940.0,0,M,1,0,PB
2641660,,,,,,0,F,1,3,RJ
2800015,620.3,664.7,589.9,820.7,880.0,0,F,1,1,CE
989172,428.6,470.3,548.9,390.4,560.0,0,F,2,3,SP
2523436,564.6,594.4,595.3,575.1,680.0,0,F,3,3,PA
3009101,,,,,,0,M,1,3,ES
389853,466.0,602.0,594.0,668.8,780.0,0,F,2,1,RS
639118,516.3,620.1,573.3,702.2,820.0,0,F,2,1,RS
2647060,,,,,,0,F,2,2,GO
1154328,502.2,625.9,588.3,649.7,840.0,0,M,2,1,GO
729844,,,,,,0,F,1,2,RJ
3261649,533.1,585.3,494.2,598.3,620.0,1,M,1,2,SP
2590949,474.0,569.7,522.7,602.8,600.0,0,M,1,1,SP
504381,543.4,643.1,596.0,616.9,740.0,0,F,1,3,SP
2922826,,,,,,1,F,1,3,GO
549941,,508.0,405.1,,520.0,0,F,1,3,SP
2866241,396.8,415.7,410.8,405.3,440.0,0,F,1,3,PA
907726,,560.2,574.4,,0.0,0,F,2,1,CE
2184594,,,,,,0,M,1,3,PA
521048,,,,,,0,M,1,1,RN
3276743,447.4,547.0,517.1,608.5,540.0,0,M,1,3,MG
109673,431.9,543.9,528.6,637.7,580.0,1,F,1,1,SP
3111920,608.8,610.3,623.8,589.2,580.0,0,M,1,0,MG
3457270,,,,,,0,M,2,3,SP
1914390,432.5,488.3,507.3,684.6,640.0,1,F,1,3,PE
2545639,,,,,,0,M,1,3,PB
405663,,,,,,1,F,1,3,TO
2473469,588.9,646.8,615.0,689.6,900.0,1,F,1,1,PI
3137766,,,,,,0,M,1,3,RN
1656438,470.2,558.1,518.8,376.7,820.0,0,F,1,3,RJ
1022819,,,,,,0,M,1,3,AM
2819081,,,,,,0,M,1,1,SP
1354093,,,,,,0,F,1,3,PE
203755,,,,,,0,F,1,1,PA
1634173,,,,,,0,F,1,1,SP
3138130,472.5,508.8,510.0,469.2,400.0,0,F,1,3,MG
3004147,,,,,,0,M,2,3,MS
2566402,484.2,558.2,555.2,585.4,600.0,0,M,1,3,PE
2655955,,,,,,0,F,2,0,PR
469452,419.4,554.1,564.3,488.8,580.0,0,F,1,3,MG
750084,,,,,,0,M,1,3,PE
1581244,,,,,,0,M,1,1,SE
3110128,666.8,645.7,613.7,683.2,820.0,0,M,1,2,MG
2118407,453.2,443.9,456.4,349.8,520.0,0,F,2,3,PI
244798,449.8,641.2,504.2,534.4,920.0,0,F,1,3,RJ
1934885,,,,,,0,F,1,1,SC
2107424,470.7,564.0,577.0,551.2,620.0,0,F,2,1,SP
2297157,,,,,,0,M,2,2,GO
2304140,417.3,509.9,492.1,536.3,500.0,0,F,1,1,DF
2972891,401.8,506.3,439.7,438.3,340.0,0,F,2,1,PB
447995,,,,,,0,F,1,2,SP
2627134,528.3,600.6,307.2,592.0,740.0,1,M,1,1,PB
3452861,507.3,529.4,563.3,758.0,920.0,0,M,1,3,PA
2354991,605.0,445.0,482.3,535.8,880.0,0,M,1,3,SE
1926579,546.8,492.6,475.2,445.6,620.0,0,F,1,1,PA
413221,455.2,492.7,517.6,630.2,760.0,0,F,1,2,PB
2613269,,,,,,0,F,2,3,SP
970437,554.1,601.6,629.2,633.8,620.0,0,M,2,3,AL
3032649,456.2,545.3,515.4,405.4,600.0,0,F,1,1,SP
70088,466.9,425.1,474.2,505.1,480.0,0,F,2,3,ES
125012,550.0,585.8,616.4,480.3,740.0,0,M,2,3,CE
638625,495.7,566.5,581.5,552.0,600.0,0,F,1,3,PE
2437853,545.1,605.8,525.1,627.7,560.0,0,M,3,1,RJ
2865242,794.1,671.1,647.6,809.2,660.0,0,M,3,0,SP
2347825,652.9,657.8,624.0,853.0,900.0,0,M,3,4,SP
2202355,,,,,,0,M,1,1,PR
3393084,,,,,,0,F,1,3,MG
2200802,517.3,464.1,438.2,399.2,620.0,0,M,3,1,PA
628626,453.8,487.5,557.2,557.0,820.0,0,F,1,3,PA
1326544,388.9,457.3,471.0,595.9,460.0,0,F,1,1,RJ
3465977,520.5,474.1,512.6,402.7,840.0,0,F,1,1,SP
794879,388.5,517.5,474.5,408.2,560.0,0,F,2,3,MG
1640026,597.6,637.8,624.4,692.5,900.0,0,F,3,1,DF
2072469,413.5,378.4,318.2,365.0,360.0,0,M,2,3,AM
1368709,,,,,,0,M,2,2,PR
1326264,,,,,,1,F,1,1,PB
1786254,,,,,,0,F,1,4,PE
2683719,432.9,601.4,567.1,601.6,880.0,0,M,1,1,SP
591170,498.3,527.6,544.4,577.8,660.0,0,F,2,2,RJ
2484619,394.0,421.6,448.2,434.7,420.0,0,F,1,3,PI
996974,467.2,309.8,312.2,371.3,0.0,0,M,2,3,CE
652090,428.8,541.9,538.2,496.3,920.0,0,F,2,3,PA
2622703,534.7,512.8,475.0,423.1,580.0,0,F,1,0,AL
1537140,,,,,,0,M,1,1,MS
3064722,,,,,,0,F,2,3,MA
1377536,622.1,620.2,631.7,845.0,800.0,0,M,1,1,RJ
810381,497.0,535.2,411.9,452.9,0.0,0,M,1,1,PA
1148079,726.4,699.9,660.1,775.1,900.0,0,F,3,3,RJ
2662074,,625.2,591.8,,740.0,0,F,1,3,PR
3419821,575.0,579.3,534.0,640.9,620.0,0,F,1,1,MS
44069,432.0,465.0,329.1,461.1,400.0,0,F,1,2,MA
224214,419.4,494.0,453.1,413.8,680.0,1,M,1,3,MA
2731624,587.7,664.7,630.1,725.0,940.0,0,M,1,3,PA
2540253,,,,,,0,F,2,3,DF
3301387,,,,,,0,M,1,1,CE
1248405,417.3,558.6,529.9,451.3,500.0,0,F,1,3,MG
1876285,450.0,567.7,562.4,527.6,640.0,0,M,2,1,SP
3197494,616.0,625.5,575.4,421.7,580.0,0,M,1,1,RJ
1275220,426.5,461.8,436.1,582.5,520.0,1,F,1,3,PA
351958,415.8,387.6,407.2,482.3,800.0,0,M,2,0,PA
2377204,426.5,519.9,488.8,527.4,940.0,0,F,1,2,PE
2952775,538.6,583.1,445.7,574.1,860.0,0,M,2,3,MG
125247,,,,,,0,F,2,3,GO
2667351,431.5,550.4,516.2,541.2,740.0,0,F,2,1,SC
2475880,516.3,515.5,534.7,467.2,680.0,0,F,3,1,SP
40205,394.8,358.4,441.7,485.8,400.0,0,M,1,2,MA
1643795,401.1,538.8,453.6,501.3,440.0,0,M,1,3,MG
28063,,503.6,489.8,,0.0,1,F,1,1,PE
2043597,582.0,560.6,568.9,601.1,640.0,1,M,1,1,SP
1228045,,,,,,0,F,2,3,GO
3431863,482.0,321.7,440.5,454.3,640.0,0,F,1,3,SE
724811,377.3,385.8,423.1,465.1,240.0,1,M,1,2,GO
3343477,464.8,471.7,388.9,442.6,520.0,0,M,3,1,SP
2680970,536.9,545.3,507.8,670.0,740.0,1,M,1,1,SP
174760,399.7,502.5,513.2,489.7,620.0,0,F,1,2,PA
3413461,,483.5,358.1,,0.0,0,M,1,2,MA
3182101,390.0,527.0,511.0,384.3,360.0,1,F,1,1,RS
1746631,681.4,667.9,640.9,890.2,940.0,0,M,1,1,ES
2558065,,,,,,0,F,2,2,AL
2863736,480.8,501.3,498.8,660.0,720.0,0,M,1,3,MT
1445928,551.8,546.6,542.2,545.3,640.0,0,M,1,3,CE
520646,,,,,,0,F,1,3,AM
2446128,523.9,445.8,425.3,484.8,560.0,0,M,2,3,MG
2767277,434.4,605.4,558.3,512.9,860.0,0,F,3,1,ES
3252100,,,,,,1,F,1,1,SP
2039922,432.1,519.3,455.4,464.3,300.0,0,F,2,3,CE
2592521,449.9,446.8,382.0,439.2,620.0,0,F,1,3,MG
1366443,493.7,441.0,528.5,533.3,620.0,0,F,1,3,PA
2631768,438.7,482.6,489.1,439.9,0.0,0,F,2,1,RN
3325327,494.6,566.7,571.3,663.0,900.0,1,F,1,3,SP
377457,510.3,633.1,635.8,649.3,900.0,0,F,2,1,MG
3094257,460.5,558.5,514.3,504.1,840.0,0,F,1,1,SP
1040508,432.0,532.9,470.9,474.6,620.0,1,M,1,1,CE
2135809,507.4,488.8,523.2,492.2,580.0,0,F,1,3,PE
2107610,526.2,624.1,632.1,595.2,660.0,0,M,3,3,BA
1853117,624.5,726.8,529.9,758.8,900.0,0,M,3,1,BA
154591,,,,,,0,F,1,3,PE
1449000,421.0,464.9,462.4,496.6,580.0,0,F,2,1,SP
2495705,587.9,630.5,610.3,493.7,640.0,0,F,1,1,ES
2795804,,,,,,0,M,2,3,PE
998644,420.8,489.5,521.9,592.6,0.0,1,F,1,1,SP
1289182,534.4,577.2,566.7,567.1,580.0,0,M,1,3,MG
3416175,542.1,676.9,670.8,801.8,760.0,0,F,1,1,ES
571160,446.1,380.8,385.8,392.7,420.0,0,F,1,2,GO
669052,553.9,601.5,640.9,675.8,860.0,0,F,2,1,RS
2828301,,,,,,0,M,1,1,MA
1969677,516.5,560.8,505.8,414.5,800.0,0,F,2,1,BA
3250541,442.2,566.9,566.5,596.3,860.0,1,F,1,3,SP
1325263,413.2,408.2,590.9,548.9,620.0,0,M,1,3,PE
1312383,450.9,516.7,533.6,515.2,580.0,0,F,2,3,AM
2593725,,,,,,0,M,2,3,CE
3400530,586.5,577.2,580.7,697.1,640.0,0,M,1,1,RJ
988166,436.1,537.1,500.2,507.3,920.0,0,F,1,3,SP
2560622,,,,,,0,M,2,1,SP
1954299,431.9,546.6,570.2,554.9,920.0,0,F,2,1,RS
1799596,,,,,,0,M,1,2,AL
1983565,,,,,,0,F,2,3,CE
3445861,420.6,588.1,542.6,605.8,620.0,1,F,1,1,SP
1823052,,,,,,0,M,1,2,BA
1514527,529.9,621.7,607.6,671.1,920.0,0,M,1,1,RS
3291065,,,,,,0,F,1,3,SP
2361418,533.3,605.5,600.1,588.7,900.0,0,F,1,1,RS
610437,497.4,527.8,503.7,383.1,620.0,0,F,1,1,AP
470192,514.0,521.7,632.9,604.3,780.0,1,F,1,1,SP
445963,,,,,,0,M,1,2,SP
3158127,524.9,609.0,628.8,809.6,760.0,0,M,2,1,RS
101155,451.9,535.0,552.8,536.1,540.0,0,F,1,3,MG
2434442,,,,,,0,F,1,1,AM
1711045,546.5,539.2,477.7,557.8,620.0,0,M,2,3,RJ
891223,446.5,581.7,595.3,477.7,800.0,0,F,2,1,AL
661155,459.3,525.3,521.2,438.0,360.0,0,F,2,1,PR
1651967,,,,,,0,F,1,3,PA
1053433,464.9,480.1,498.5,523.3,880.0,0,F,1,4,PR
1897122,607.0,492.5,619.7,693.6,840.0,0,M,1,1,RJ
823818,,,,,,0,F,2,1,SP
287636,627.9,522.8,561.6,661.1,900.0,0,M,2,1,CE
2650952,469.2,530.5,400.5,368.6,580.0,0,F,1,1,PB
3068636,,,,,,0,M,1,1,SP
357974,433.8,625.2,556.3,653.9,600.0,0,M,1,1,RS
917957,618.1,724.7,619.9,771.1,920.0,0,F,1,4,MG
2917618,,,,,,0,F,1,1,PB
3474122,,,,,,0,M,1,3,PR
1028471,417.9,467.1,517.7,566.9,0.0,0,M,2,3,SP
777778,,529.0,523.6,,360.0,0,F,2,1,MG
1022266,611.5,570.3,571.2,603.0,380.0,0,M,2,3,SP
581123,564.5,598.5,547.4,658.4,920.0,0,F,1,1,PR
2276681,448.7,522.2,568.3,469.2,400.0,0,M,1,1,RN
3195266,468.2,314.4,450.6,451.0,0.0,0,M,1,1,SP
3237646,535.7,672.8,661.4,514.2,840.0,0,M,1,3,MA
2643716,,,,,,1,F,1,1,RJ
3262425,,,,,,0,M,1,1,CE
2656128,554.9,627.2,553.8,562.8,860.0,0,F,3,3,AL
